EventKey,EventName,Origin,AssociatedDisaster,AssociatedDisaster2,MagnitudeValue,MagnitudeScale,OFDA_Response,Appeal,Declaration,CPI
1583,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,5.0,Richter,No,Unknown,Unknown,"42,35934309"
1584,Aivu,Unknown Origin,No Disaster Associated,No Disaster Associated,250.0,Kph,No,Unknown,Unknown,"42,35934309"
1585,Orson,Unknown Origin,No Disaster Associated,No Disaster Associated,250.0,Kph,No,Unknown,Unknown,"42,35934309"
1586,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,20.0,Km2,No,Unknown,Unknown,"42,35934309"
1587,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"42,35934309"
1588,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,�C,No,Unknown,Unknown,"42,35934309"
1589,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"42,35934309"
1590,Dean,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"42,35934309"
1591,Yellow fever,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,Yes,Unknown,Unknown,"42,35934309"
1592,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"42,35934309"
1593,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,20000.0,Km2,No,No,No,"42,35934309"
1594,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,6.0,Richter,No,Unknown,Unknown,"42,35934309"
1595,Vera,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"42,35934309"
1596,Hope,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"42,35934309"
1597,"Kalafandji, Firinga",Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"42,35934309"
1598,Hugo,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,Yes,No,No,"42,35934309"
1599,Hugo,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"42,35934309"
1600,Name not specified,Unknown Origin,Food shortage,Famine,Unknown,Km2,Yes,Unknown,Unknown,"44,64587744"
1601,Name not specified,Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,5.0,Richter,No,No,No,"44,64587744"
1602,Name not specified,Unknown Origin,Hail,No Disaster Associated,Unknown,Kph,No,No,No,"44,64587744"
1603,Name not specified,Unknown Origin,Water shortage,No Disaster Associated,Unknown,Km2,Yes,No,Yes,"44,64587744"
1604,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,�C,No,Unknown,Unknown,"44,64587744"
1605,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"44,64587744"
1606,Gustav,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"44,64587744"
1607,Name not specified,Extra-tropical cyclone,No Disaster Associated,No Disaster Associated,96490.0,Km2,No,No,Yes,"44,64587744"
1608,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,No,No,"44,64587744"
1609,Joy,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"44,64587744"
1610,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,500.0,Km2,No,Unknown,Unknown,"44,64587744"
1611,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"44,64587744"
1612,Ottilie and Polly,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,No,No,"44,64587744"
1613,Vivian,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,No,No,"44,64587744"
1614,Wiebke,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,No,No,"44,64587744"
1615,Daria,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,No,No,"44,64587744"
1616,Herta,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,No,No,"44,64587744"
1617,Judith,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,No,No,"44,64587744"
1618,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,Unknown,Unknown,"44,64587744"
1619,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,No,No,"44,64587744"
1620,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,23610.0,Km2,No,No,No,"44,64587744"
1621,Ofa,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"44,64587744"
1622,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,�C,No,No,No,"44,64587744"
1623,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,7.0,Richter,No,Unknown,Unknown,"44,64587744"
1624,Arthur,Unknown Origin,No Disaster Associated,No Disaster Associated,113.0,Kph,No,Unknown,Unknown,"44,64587744"
1625,Name not specified,Brief torrential rain,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,No,No,"44,64587744"
1626,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,No,No,"44,64587744"
1627,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,6.0,Richter,No,No,No,"44,64587744"
1628,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,7.0,Richter,No,No,No,"44,64587744"
1629,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"44,64587744"
1630,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,206500.0,Km2,Yes,No,No,"44,64587744"
1631,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,438800.0,Km2,No,No,No,"44,64587744"
1632,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,16600.0,Km2,No,Unknown,Unknown,"44,64587744"
1633,N�5,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"44,64587744"
1634,N�6,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"44,64587744"
1635,Yancy,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"44,64587744"
1636,Tasha,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"44,64587744"
1637,Abe,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"44,64587744"
1638,Dot,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"44,64587744"
1639,Yellow fever,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"44,64587744"
1640,Peni,Unknown Origin,No Disaster Associated,No Disaster Associated,185.0,Kph,No,Unknown,Unknown,"44,64587744"
1641,Dengue,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"44,64587744"
1642,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,6.0,Richter,Yes,No,No,"44,64587744"
1643,Name not specified,Heavy rain,Rain,"Slide (land, mud, snow, rock)",Unknown,Km2,No,No,Yes,"46,53662061"
1644,Name not specified,Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,5.0,Richter,No,No,No,"46,53662061"
1645,Name not specified,Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Kph,No,No,No,"46,53662061"
1646,Name not specified,Heavy rain,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,Yes,Yes,No,"46,53662061"
1647,Name not specified,Heavy rain,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,No,No,"46,53662061"
1648,Name not specified,Unknown Origin,Tsunami/Tidal wave,No Disaster Associated,6.0,Richter,Yes,No,No,"46,53662061"
1649,Name not specified,Unknown Origin,Hail,No Disaster Associated,Unknown,Kph,No,No,No,"46,53662061"
1650,Name not specified,Heavy rains and thunderstorms,Rain,No Disaster Associated,Unknown,Km2,No,No,No,"46,53662061"
1651,Gorky (02B),Unknown Origin,Flood,No Disaster Associated,21360.0,Kph,Yes,No,No,"46,53662061"
1652,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,6.0,Richter,Yes,No,No,"46,53662061"
1653,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,No,No,"46,53662061"
1654,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,No,No,"46,53662061"
1655,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,No,No,"46,53662061"
1656,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,-15.0,�C,No,Unknown,Unknown,"46,53662061"
1657,Mt Hudson,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,Yes,Yes,No,"46,53662061"
1658,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"46,53662061"
1659,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"46,53662061"
1660,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,100.0,Km2,Yes,Unknown,Unknown,"46,53662061"
1661,Cholera,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"46,53662061"
1662,Name not specified,Monsoonal rain,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,No,No,"46,53662061"
1663,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,-7.0,�C,No,No,No,"46,53662061"
1664,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"46,53662061"
1665,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,89510.0,Km2,No,No,No,"46,53662061"
1666,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,No,No,"46,53662061"
1667,Mosquitoes,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"46,53662061"
1668,Hudson,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Yes,No,"46,53662061"
1669,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,Yes,No,No,"46,53662061"
1670,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,7.0,Richter,No,Unknown,Unknown,"46,53662061"
1671,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,6.0,Richter,No,No,No,"46,53662061"
1672,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,554200.0,Km2,No,No,No,"46,53662061"
1673,Amy,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,No,No,"46,53662061"
1674,Fred,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"46,53662061"
1675,Zeke,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"46,53662061"
1676,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,920.0,Km2,No,No,No,"46,53662061"
1677,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,No,No,"46,53662061"
1678,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,7.0,Richter,No,No,No,"46,53662061"
1679,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"46,53662061"
1680,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,No,No,"46,53662061"
1681,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,800.0,Km2,No,Unknown,Unknown,"46,53662061"
1682,Kartala,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,No,No,"46,53662061"
1683,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,5.0,Richter,No,No,No,"46,53662061"
1684,Pacaya,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,No,No,"46,53662061"
1685,Undine,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,No,No,"46,53662061"
1686,Typhoid,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"46,53662061"
1687,Name not specified,Brief torrential rain,Broken Dam/Burst bank,"Slide (land, mud, snow, rock)",Unknown,Km2,No,No,No,"47,94612964"
1688,Name not specified,Unknown Origin,Flood,Hail,Unknown,Kph,No,No,No,"47,94612964"
1689,Name not specified,Unknown Origin,Hail,Rain,Unknown,Kph,No,No,No,"47,94612964"
1690,Name not specified,Unknown Origin,Hail,Flood,Unknown,Kph,No,No,No,"47,94612964"
1691,Name not specified,Brief torrential rain,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"47,94612964"
1692,Name not specified,Heavy rain,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,No,No,"47,94612964"
1693,Name not specified,Brief torrential rain,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,No,No,"47,94612964"
1694,Name not specified,Heavy rain,"Slide (land, mud, snow, rock)",No Disaster Associated,491100.0,Km2,No,No,No,"47,94612964"
1695,Name not specified,Unknown Origin,Volcanic activity,No Disaster Associated,7.0,Richter,No,No,No,"47,94612964"
1696,Name not specified,Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,No,No,"47,94612964"
1697,Polly,Unknown Origin,Flood,No Disaster Associated,26333.0,Kph,No,No,No,"47,94612964"
1698,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,6.0,Richter,No,No,No,"47,94612964"
1699,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,No,No,"47,94612964"
1700,Name not specified,Brief torrential rain,No Disaster Associated,No Disaster Associated,5620.0,Km2,Yes,No,No,"47,94612964"
1701,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,No,No,"47,94612964"
1702,Cholera,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"47,94612964"
1703,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"47,94612964"
1704,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,No,Yes,"47,94612964"
1705,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,Yes,Unknown,Unknown,"47,94612964"
1706,Name not specified,Monsoonal rain,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,No,No,"47,94612964"
1707,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,No,No,"47,94612964"
1708,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"47,94612964"
1709,Andrew,Unknown Origin,No Disaster Associated,No Disaster Associated,241.0,Kph,Yes,Unknown,Unknown,"47,94612964"
1710,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,No,No,"47,94612964"
1711,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,No,No,"47,94612964"
1712,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,Yes,Unknown,Unknown,"47,94612964"
1713,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,No,No,"47,94612964"
1714,Cholera,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,No,No,"47,94612964"
1715,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,�C,No,No,No,"47,94612964"
1716,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"47,94612964"
1717,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,1010.0,Km2,No,Unknown,Unknown,"47,94612964"
1718,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,7.0,Richter,No,No,No,"47,94612964"
1719,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"47,94612964"
1720,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,545400.0,Km2,No,No,No,"47,94612964"
1721,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,65830.0,Km2,No,No,No,"47,94612964"
1722,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,393000.0,Km2,No,No,No,"47,94612964"
